id,quid,question,answer,answer_type,choices,answer_word,facts
374,,"if n is a positive integer , what is the remainder when ( 4 ^ ( 4 n + 3 ) ) ( 6 ^ n ) is divided by 10 ?",c,MULTIPLE_CHOICE,"a ) 1
b ) 2
c ) 4
d ) 6
e ) 8",,
375,,"the price of an item is discounted 10 percent on day 1 of a sale . on day 2 , the item is discounted another 20 percent , and on day 3 , it is discounted an additional 40 percent . the price of the item on day 3 is what percentage of the sale price on day 1 ?",b,MULTIPLE_CHOICE,"a ) 28 %
b ) 48 %
c ) 64.8 %
d ) 70 %
e ) 72 %",,
376,,"the probability that a man will be alive for 10 more yrs is 1 / 3 & the probability that his wife will alive for 10 more yrs is 2 / 5 . the probability that none of them will be alive for 10 more yrs , is",e,MULTIPLE_CHOICE,"a ) 1 / 2
b ) 1
c ) 2 / 3
d ) 3 / 4
e ) 2 / 5",,
377,,a 9 by 12 rectangle is inscribed in circle . what is the circumference of the circle ?,e,MULTIPLE_CHOICE,"a ) 2.5 π
b ) 5 π
c ) 10 π
d ) 12.5 π
e ) 15 π",,
378,,"each of the dogs in a certain kennel is a single color . each of the dogs in the kennel either has long fur or does not . of the 45 dogs in the kennel , 28 have long fur , 17 are brown , and 8 are neither long - furred nor brown . how many long - furred dogs are brown ?",d,MULTIPLE_CHOICE,"a ) 26
b ) 19
c ) 11
d ) 8
e ) 6",,
379,,"when tossed , a certain coin has equal probability of landing on either side . if the coin is tossed 4 times , what is the probability that it will land twice on heads and twice tails ?",c,MULTIPLE_CHOICE,"a ) 1 / 8
b ) 1 / 4
c ) 1 / 16
d ) 1 / 32
e ) 1 / 2",,
380,,the effective annual rate of interest corresponding to a nominal rate of 14 % per annum payable half - yearly is ?,d,MULTIPLE_CHOICE,"a ) 16.06 %
b ) 16.07 %
c ) 16.08 %
d ) 14.49 %
e ) 16.19 %",,
381,,"mary ' s income is 60 percent more than tim ' s income , and tim ' s income is 50 percent less than juan ' s income . what percent of juan ' s income is mary ' s income ?",d,MULTIPLE_CHOICE,"a ) 124 %
b ) 120 %
c ) 96 %
d ) 80 %
e ) 64 %",,
382,,the circumferences of the fore and hind - wheels of a carriage are 2 2 / 5 and 3 3 / 7 meters respectively . a chalk mark is put on the point of contact of each wheel with the ground at any given moment . how far will the carriage have travelled so that their chalk marks may be again on the ground at the same time ?,e,MULTIPLE_CHOICE,"a ) 18 metres
b ) 16 metres
c ) 38 metres
d ) 42 metres
e ) 24 metres",,
383,,a can do a piece of work in 5 days and b can do it in 4 days how long will they both work together to complete the work ?,d,MULTIPLE_CHOICE,"a ) 6 / 11
b ) 8 / 11
c ) 7 / 9
d ) 2 / 9
e ) 10 / 11",,
384,,"if 5 ^ 5 × 5 ^ x = ( 125 ) ^ 4 , then what is the value of x ?",e,MULTIPLE_CHOICE,"a ) 2
b ) 3
c ) 5
d ) 6
e ) 7",,
385,,"a 100 - litre mixture of milk and water contains 30.25 litres of milk . ' x ' litres of this mixture is removed and replaced with an equal quantum of water . if the process is repeated once , then the concentration of the milk stands reduced at 25 % . what is the value of x ?",a,MULTIPLE_CHOICE,"a ) 9.1 litres
b ) 10 litres
c ) 8 litres
d ) 12 litres
e ) 6 litres",,
386,,"m and n are the x and y coordinates , respectively , of a point in the coordinate plane . if the points ( m , n ) and ( m + p , n + 12 ) both lie on the line defined by the equation x = ( y / 4 ) - ( 2 / 5 ) , what is the value of p ?",c,MULTIPLE_CHOICE,"a ) 1
b ) 2
c ) 3
d ) 4
e ) 5",,
387,,"1000 men have provisions for 15 days . if 300 more men join them , for how many days will the provisions last now ?",a,MULTIPLE_CHOICE,"a ) 11.5
b ) 12.5
c ) 12.6
d ) 12.2
e ) 12.1",,
388,,"the equation of line a is y = 4 / 3 * x - 100 . what is the smallest possible distance in the xy - plane from the point with coordinates ( 0 , 0 ) to any point on line a ?",c,MULTIPLE_CHOICE,"a ) 48
b ) 50
c ) 60
d ) 75
e ) 100",,
389,,"the average age of applicants for a new job is 31 , with a standard deviation of 6 . the hiring manager is only willing to accept applications whose age is within one standard deviation of the average age . what is the maximum number of different ages of the applicants ?",b,MULTIPLE_CHOICE,"a ) 8
b ) 13
c ) 15
d ) 18
e ) 30",,
390,,20 men take 21 days of 8 hours each to do a piece of work . how many days of 6 hours each would 21 women take to do the same . if 3 women do as much work as 2 men ?,c,MULTIPLE_CHOICE,"a ) 32
b ) 87
c ) 40
d ) 99
e ) 77",,
391,,"the class mean score on a test was 40 , and the standard deviation was 15 . if jack ' s score was within 2 standard deviations of the mean , what is the lowest score he could have received ?",a,MULTIPLE_CHOICE,"a ) 20
b ) 31
c ) 45
d ) 90
e ) 89",,
392,,"machine a produces 100 parts thrice as fast as machine b does . machine b produces 100 parts in 30 minutes . if each machine produces parts at a constant rate , how many parts does machine a produce in 6 minutes ?",d,MULTIPLE_CHOICE,"a ) 20
b ) 80
c ) 40
d ) 60
e ) 50",,
393,,machine x takes 80 hours longer than machine y to produce 1080 widgets . machine y produces 20 percent more widgets in an hour than machine x does in an hour . how many widgets per hour does machine x produce,e,MULTIPLE_CHOICE,"a ) 100
b ) 65
c ) 25
d ) 11
e ) 2.25",,
394,,"in the faculty of reverse - engineering , 226 second year students study numeric methods , 423 second year students study automatic control of airborne vehicles and 134 second year students study them both . how many students are there in the faculty if the second year students are approximately 80 % of the total ?",d,MULTIPLE_CHOICE,"a ) 515
b ) 545
c ) 618 .
d ) 644 .
e ) 666",,
395,,the average of 5 quantities is 9 . the average of 3 of them is 4 . what is the average of remaining 2 numbers ?,a,MULTIPLE_CHOICE,"a ) 16.5
b ) 10
c ) 8
d ) 9.5
e ) none of these",,
396,,two goods trains each 500 m long are running in opposite directions on parallel tracks . their speeds are 60 km / hr and 30 km / hr respectively . find the time taken by the slower train to pass the driver of the faster one ?,c,MULTIPLE_CHOICE,"a ) 12 sec
b ) 24 sec
c ) 40 sec
d ) 60 sec
e ) 62 sec",,
397,,the average height of 30 students in a class was calculated as 177 cm . it has later found that the height of one of the students in the class was incorrectly written as 151 cm whereas the actual height was 106 cm . what was the actual average height of the students in the class ?,b,MULTIPLE_CHOICE,"a ) 176.5 cm
b ) 175.5 cm
c ) 174.5 cm
d ) 173.5 cm
e ) 172.5 cm",,
398,,"a man is walking at a speed of 10 km per hour . after every kilometre , he takes rest for 6 minutes . how much time will be take to cover a distance of 6 kilometres ?",c,MULTIPLE_CHOICE,"a ) 48 min .
b ) 50 min .
c ) 66 min .
d ) 55 min .
e ) none of these",,
399,,a train 150 m long passes a km stone in 15 seconds and another train of the same length travelling in opposite direction in 8 seconds . the speed of the second train is,d,MULTIPLE_CHOICE,"a ) 60 kmph
b ) 66 kmph
c ) 72 kmph
d ) 99 kmph
e ) 89 kmph",,
400,,"what is the max number of rectangular boxes , each measuring 5 inches by 2 inches by 7 inches , that can be packed into a rectangular packing box measuring 15 inches by 20 inches by 35 inches , if all boxes are aligned in the same direction ?",d,MULTIPLE_CHOICE,"a ) 200
b ) 350
c ) 100
d ) 150
e ) 120",,
401,,the difference between the compound interest compounded annually and simple interest for 2 years at 20 % per annum is rs . 288 . find the principal ?,d,MULTIPLE_CHOICE,"a ) 2277
b ) 2667
c ) 3600
d ) 7200
e ) 1811",,
402,,63.2 is what percent of 867 ?,c,MULTIPLE_CHOICE,"a ) 6.9
b ) 8.99
c ) 7.29
d ) 7.98
e ) 9.21",,
403,,"p can do a work in the same time in which q and r together can do it . if p and q work together , the work can be completed in 10 days . r alone needs 15 days to complete the same work . then q alone can do it in",e,MULTIPLE_CHOICE,"a ) 20
b ) 22
c ) 25
d ) 27
e ) 60",,
404,,"local kennel has cats and dogs in the ratio of 6 : 12 . if there are 24 fewer cats than dogs , how many dogs are in the kennel ?",b,MULTIPLE_CHOICE,"a ) 50
b ) 48
c ) 52
d ) 54
e ) 56",,
405,,a and b complete a work in 80 days . a alone can do it in 40 days . if both together can do the work in how many days ?,d,MULTIPLE_CHOICE,"a ) 1.0875 days
b ) 0.1875 days
c ) 0.0675 days
d ) 0.0375 days
e ) 0.0775 days",,
406,,"a customer purchased a package of ground beef at a cost of $ 1.80 per pound . for the same amount of money , the customer could have purchased a piece of steak that weighed 20 percent less than the package of ground beef . what was the cost per pound of the steak ?",c,MULTIPLE_CHOICE,"a ) $ 2.05
b ) $ 2.15
c ) $ 2.25
d ) $ 2.35
e ) $ 2.45",,
407,,"if two dice are thrown together , the probability of getting prime number on both dice is",c,MULTIPLE_CHOICE,"a ) 5 / 9
b ) 1 / 9
c ) 2 / 9
d ) 4 / 9
e ) 7 / 9",,
408,,"at a wedding reception , 125 guests ate chicken and 75 guests ate beef . if exactly 100 guests ate only one of the two types of meat , how many guests ate both types of meat ?",e,MULTIPLE_CHOICE,"a ) 5
b ) 100
c ) 7
d ) 4
e ) 50",,
409,,"the average temperature for monday , tuesday and wednsday is 36.3 degrees c . the average temperature for tuesday , wednesday and thursday is 36.7 degrees c . if monday ’ s temperature recorded as 39 degrees c , find the thursday ’ s temperature ?",c,MULTIPLE_CHOICE,"a ) 60.2 degrees c
b ) 50.2 degrees c
c ) 40.2 degrees c
d ) 70.2 degrees c
e ) none of these",,
410,,"a farmer with 1,350 acres of land had planted his fields with corn , sugar cane , and tobacco in the ratio of 4 : 2 : 3 , respectively , but he wanted to make more money , so he shifted the ratio to 2 : 2 : 5 , respectively . how many more acres of land were planted with tobacco under the new system ?",d,MULTIPLE_CHOICE,"a ) 90
b ) 150
c ) 270
d ) 300
e ) 450",,
411,,"a palindrome is a number that reads the same forward and backward , such as 343 . how many odd , 6 - digit numbers are palindromes ?",c,MULTIPLE_CHOICE,"a ) 400
b ) 450
c ) 500
d ) 900
e ) 2500",,
412,,"p , q and r have $ 6000 among themselves . r has two - thirds of the total amount with p and q . find the amount with r ?",a,MULTIPLE_CHOICE,"a ) 2400
b ) 2403
c ) 3998
d ) 2539
e ) 1930",,
413,,light glows for every 15 seconds . how many max . times did it glow between 1 : 57 : 58 and 3 : 20 : 47 am .,e,MULTIPLE_CHOICE,"a ) 380 times
b ) 381 times
c ) 382 times
d ) 392 times
e ) 331 times",,
414,,a boy goes to his school from his house at a speed of 3 km / hr and returns at a speed of 2 km / hr . if he takes 5 hours in going and coming . the distance between his house and school is :,c,MULTIPLE_CHOICE,"a ) 4.5 km
b ) 5.5 km
c ) 6 km
d ) 7 km
e ) none",,
415,,"of the 120 passengers on flight 750 , 60 % are female . 10 % of the passengers sit in first class , and the rest of the passengers sit in coach class . if 1 / 3 of the passengers in first class are male , how many females are there in coach class ?",d,MULTIPLE_CHOICE,"a ) 44
b ) 48
c ) 50
d ) 64
e ) 56",,
416,,the ratio of radius of a circle and the side of a square is 2 : 7 . find the ratio of their areas :,d,MULTIPLE_CHOICE,"a ) 2 : 1
b ) 4 : 7
c ) 8 : 77
d ) 4 : 49
e ) none",,
417,,how many kilograms of sugar costing rs . 9 per kg must be mixed with 27 kg of sugar costing rs . 7 per kg so that there may be a gain of 10 % by selling the mixture at rs . 9.24 per kg ?,d,MULTIPLE_CHOICE,"a ) 33
b ) 39
c ) 38
d ) 63
e ) 01",,
418,,a sum of money lent out at s . i . amounts to rs . 820 after 2 years and to rs . 1020 after a further period of 5 years . the sum is ?,d,MULTIPLE_CHOICE,"a ) rs . 440
b ) rs . 500
c ) rs . 540
d ) rs . 740
e ) rs . 840",,
419,,"a business executive and his client are charging their dinner tab on the executive ' s expense account . the company will only allow them to spend a total of 60 $ for the meal . assuming that they will pay 7 % in sales tax for the meal and leave a 15 % tip , what is the most their food can cost ?",e,MULTIPLE_CHOICE,"a ) 39.55 $
b ) 40.63 $
c ) 41.63 $
d ) 42.15 $
e ) 48.7 $",,
420,,"for 2 consecutive yrs , my incomes are in the ratio of 4 : 7 and expenses in the ratio of 3 : 5 . if my income in the 2 nd yr is rs . 42000 & my expenses in the first yr in rs . 21000 , my total savings for the two - year is",e,MULTIPLE_CHOICE,"a ) rs . 8000
b ) rs . 9000
c ) rs . 9800
d ) rs . 9900
e ) rs . 10000",,
421,,how many three - digit numbers are divisible by 6 in all ?,b,MULTIPLE_CHOICE,"a ) 149
b ) 150
c ) 151
d ) 166
e ) none",,
422,,"a boat can travel with a speed of 12 km / hr in still water . if the speed of the stream is 4 km / hr , find the time taken by the boat to go 68 km downstream .",a,MULTIPLE_CHOICE,"a ) 4.25 hr
b ) 5.25 hr
c ) 8.25 hr
d ) 2.25 hr
e ) 2.50 hr",,
423,,"the cost of one photocopy is $ 0.02 . however , a 25 % discount is offered on orders of more than 100 photocopies . if saran and david have to make 80 copies each , how much will each of them save if they submit a single order of 160 copies ?",b,MULTIPLE_CHOICE,"a ) $ 0.32
b ) $ 0.40
c ) $ 0.45
d ) $ 0.48
e ) $ 0.54",,
424,,"jane makes toy bears . when she works with an assistant , she makes 100 percent more bears per week and works 10 percent fewer hours each week . having an assistant increases jane ’ s output of toy bears per hour by what percent ?",e,MULTIPLE_CHOICE,"a ) 20 %
b ) 80 %
c ) 100 %
d ) 180 %
e ) 200 %",,
425,,"p is able to do a piece of work in 10 days and q can do the same work in 12 days . if they can work together for 5 days , what is the fraction of work left ?",c,MULTIPLE_CHOICE,"a ) 7 / 12
b ) 5 / 12
c ) 1 / 12
d ) 3 / 12
e ) 1 / 2",,
426,,"the ratio between the length and the breadth of a rectangular park is 3 : 2 . if a man cycling along the boundary of the park at the speed of 12 km / hr completes one round in 6 minutes , then the area of the park ( in sq . m ) is :",c,MULTIPLE_CHOICE,"a ) 153601
b ) 153600
c ) 86400
d ) 153603
e ) 153604",,
427,,find the area of a parallelogram with base 24 cm and height 12 cm ?,e,MULTIPLE_CHOICE,"a ) 297 cm 2
b ) 384 cm 2
c ) 672 cm 2
d ) 267 cm 2
e ) 288 cm 2",,
428,,"for each 6 - month period during a light bulb ' s life span , the odds of it not burning out from over - use are half what they were in the previous 6 - month period . if the odds of a light bulb burning out during the first 6 - month period following its purchase are 2 / 3 , what are the odds of it burning out during the period from 6 months to 1 year following its purchase ?",e,MULTIPLE_CHOICE,"a ) 5 / 27
b ) 2 / 9
c ) 1 / 3
d ) 4 / 9
e ) 2 / 7",,
429,,"a glass was filled with 10 ounces of water , and 0.05 ounce of the water evaporated each day during a 20 - day period . what percent of the original amount of water evaporated during this period ?",e,MULTIPLE_CHOICE,"a ) 0.002 %
b ) 0.02 %
c ) 0.2 %
d ) 2 %
e ) 10 %",,
430,,"a starts business with rs . 3500 and after 5 months , b joins with a as his partner . after a year , the profit is divided in the ratio 2 : 3 . what is b ' s contribution in the capital",a,MULTIPLE_CHOICE,"a ) rs 9000
b ) rs 7000
c ) rs 5000
d ) rs 4000
e ) none of these",,
431,,what percent of 5.2 kg is 16 gms ?,a,MULTIPLE_CHOICE,"a ) 30
b ) 66
c ) 58
d ) 29
e ) 17",,
432,,the true discount on a bill due 9 months hence at 16 % per annum is rs . 162 . the amount of the bill is,b,MULTIPLE_CHOICE,"a ) rs . 1386
b ) rs . 1350
c ) rs . 1575
d ) rs . 2268
e ) none of these",,
433,,a cistern can be filled by a tap in 5 hours while it can be emptied by another tap in 10 hours . if both the taps are opened simultaneously then after how much time will the cistern get filled ?,b,MULTIPLE_CHOICE,"a ) 20 hr
b ) 10 hr
c ) 5 hr
d ) 4 hr
e ) 15 hr",,
434,,"the mall charges 50 cents for the first hour of parking and $ 3 for each additional hour until the customer reaches 4 hours , after that the parking fee is $ 1 per hour . if a certain customer parked his in the mall for 7 hours and 30 minutes , how much is he going to pay ?",c,MULTIPLE_CHOICE,"a ) $ 11.5 .
b ) $ 12 .
c ) $ 13 .
d ) $ 14.5
e ) $ 15 .",,
435,,"x and y invested in a business . they earned some profit which they divided in the ratio of 2 : 3 . if x invested rs . 40000 , the amount invested by y is",c,MULTIPLE_CHOICE,"a ) 33488
b ) 63809
c ) 60000
d ) 37887
e ) 77824",,
436,,"a 12 meter long wire is cut into two pieces . if the longer piece is then used to form a perimeter of a square , what is the probability that the area of the square will be more than 4 if the original wire was cut at an arbitrary point ?",b,MULTIPLE_CHOICE,"a ) 1 / 6
b ) 2 / 3
c ) 3 / 10
d ) 1 / 3
e ) 2 / 5",,
437,,an article with cost price of 245 is sold at 34 % profit . what is the selling price ?,a,MULTIPLE_CHOICE,"a ) 328
b ) 320
c ) 300
d ) 207
e ) 310",,
438,,two stations p and q are 155 km apart on a straight track . one train starts from p at 7 a . m . and travels towards q at 20 kmph . another train starts from q at 8 a . m . and travels towards p at a speed of 25 kmph . at what time will they meet ?,e,MULTIPLE_CHOICE,"a ) 10 am
b ) 12 am
c ) 10.30 am
d ) 12.30 am
e ) 11 am",,
439,,"the captain of a cricket team of 11 members is 26 years old and the wicket keeper is 3 years older . if the ages of these two are excluded , the average age of the remaining players is one year less than the average age of the whole team . what is the average age of the team ?",a,MULTIPLE_CHOICE,"a ) 23 years
b ) 20 years
c ) 25 years
d ) 22 years
e ) 28 years",,
440,,"the number of students in each section of a school is 24 . after admitting new students , 3 new sections were started . now , the total number of sections is 16 and there are 21 students in each section . the number of new students admitted is :",c,MULTIPLE_CHOICE,"a ) 12
b ) 42
c ) 24
d ) 28
e ) 26",,
441,,simplify : 81 x 81 + 68 x 68 - 2 x 81 x 68 .,a,MULTIPLE_CHOICE,"a ) 169
b ) 159
c ) 189
d ) 179
e ) 219",,
442,,- 24 * 29 + 1240 = ?,c,MULTIPLE_CHOICE,"a ) - 544
b ) 584
c ) 544
d ) 345
e ) none of these",,
443,,4 liters of a 25 percent solution of alcohol in water are mixed with 3 liters of a 11 percent alcohol in water solution . what is the percentage of alcohol in the new solution ?,c,MULTIPLE_CHOICE,"a ) 18.2 %
b ) 18.6 %
c ) 19.0 %
d ) 19.4 %
e ) 19.8 %",,
444,,"x and y started a business by investing rs . 36000 and rs . 42000 respectively after 4 months z joined in the business with an investment of rs . 48000 , then find share of z in the profit of rs . 13750 ?",b,MULTIPLE_CHOICE,"a ) 3200
b ) 4000
c ) 3250
d ) 3825
e ) 3985",,
445,,machine a and machine b are each used to manufacture 550 sprockets . it takes machine a 10 hours longer to produce 550 sprockets than machine b . machine b produces 10 percent more sprockets per hour than machine a . how many sprockets per hour does machine a produces ?,b,MULTIPLE_CHOICE,"a ) 6
b ) 5
c ) 7
d ) 8
e ) 9",,
446,,how long does a train 100 m long travelling at 60 kmph takes to cross a bridge of 120 m in length ?,b,MULTIPLE_CHOICE,"a ) 15.8 sec
b ) 13.2 sec
c ) 12.4 sec
d ) 16.8 sec
e ) 11.8 sec",,
447,,"a rainstorm increased the amount of water stored in state j reservoirs from 5 billion gallons to 7.5 billion gallons . if the storm increased the amount of water in the reservoirs to 55 percent of total capacity , approximately how many billion gallons of water were the reservoirs short of total capacity prior to the storm ?",a,MULTIPLE_CHOICE,"a ) 6.9
b ) 1.4
c ) 2.5
d ) 3.0
e ) 4.4",,
448,,the total cost of 100 paper plates and 200 paper cups is $ 4.50 at the same rates what is the total cost of 20 of the plates and 40 of the cups ?,a,MULTIPLE_CHOICE,"a ) $ . 90
b ) $ 1.00
c ) $ 1.20
d ) $ 1.50
e ) $ 1.60",,
449,,"kathleen can paint a room in 2 hours , and anthony can paint an identical room in 3 hours . how many hours would it take kathleen and anthony to paint both rooms if they work together at their respective rates ?",c,MULTIPLE_CHOICE,"a ) 8 / 15
b ) 4 / 3
c ) 12 / 5
d ) 9 / 4
e ) 15 / 4",,
450,,"a can run 2.7 km distance in 1 min 20 seconds , while b can run this distance in 1 min 30 sec . by how much distance can a beat b ?",d,MULTIPLE_CHOICE,"a ) 90 m
b ) 30 m
c ) 120 m
d ) 300 m
e ) 190 m",,
451,,how many different positive integers are factors of 25 ?,a,MULTIPLE_CHOICE,"a ) 1
b ) 5
c ) 4
d ) 6
e ) 8",,
452,,"a parallelogram has a base that is four time the size of it ' s height . the total area of this parallelogram is 2,304 sq ft . what is the height of the parallelogram ?",c,MULTIPLE_CHOICE,"['a ) 19'
'b ) 23'
'c ) 24'
'd ) 16'
'e ) 17']",,
453,,how long does a train 150 m long traveling at 60 kmph takes to cross a bridge of 170 m in length ?,b,MULTIPLE_CHOICE,"a ) 16.5
b ) 19.2
c ) 16.4
d ) 16.8
e ) 16.1",,
454,,"if a randomly selected non - negative single digit integer is added to { 2 , 3 , 4 , 7 } . what is the probability that the median of the set will increase but the range still remains the same ?",c,MULTIPLE_CHOICE,"a ) 0.2
b ) 0.3
c ) 0.4
d ) 0.5
e ) 0.6",,
455,,what is the remainder when the number w = 14 ^ 2 * 15 ^ 8 is divided by 5 ?,a,MULTIPLE_CHOICE,"a ) 0
b ) 1
c ) 2
d ) 4
e ) 5",,
456,,the product of two numbers is 2028 and their h . c . f is 13 . the number of such pairs is :,b,MULTIPLE_CHOICE,"a ) 1
b ) 2
c ) 3
d ) 4
e ) 5",,
457,,"a student chose a number , multiplied it by 6 , then subtracted 250 from the result and got 122 . what was the number he chose ?",d,MULTIPLE_CHOICE,"a ) 59
b ) 60
c ) 61
d ) 62
e ) 63",,
458,,find the average of all prime numbers between 30 and 50,b,MULTIPLE_CHOICE,"a ) 15
b ) 42
c ) 45
d ) 34
e ) 26",,
459,,"if the average marks of 3 batches of 55 , 60 and 45 students respectively is 40 , 62 , 58 , then the average marks of all the students is",b,MULTIPLE_CHOICE,"a ) 54.48
b ) 53.31
c ) 54.6
d ) 54.58
e ) none of these",,
460,,"what is the sum of the integers from - 60 to 65 , inclusive ?",a,MULTIPLE_CHOICE,"a ) 315
b ) 215
c ) 115
d ) 165
e ) 765",,
461,,what is the sum of natural numbers between 60 and 100,e,MULTIPLE_CHOICE,"a ) 4800
b ) 4860
c ) 5000
d ) 5500
e ) 3280",,
462,,"in an election contested by two parties , party d secured 12 % of the total votes more than party r . if party r got 132000 votes , by how many votes did it lose the election ?",d,MULTIPLE_CHOICE,"a ) 240000
b ) 300000
c ) 168000
d ) 36000
e ) 24
000",,
463,,"in measuring the sides of a rectangle , one side is taken 4 % in excess , and the other 3 % in deficit . find the error percent in the area calculated from these measurements .",e,MULTIPLE_CHOICE,"a ) 0.11 %
b ) 0.7 %
c ) 0.4 %
d ) 0.6 %
e ) 0.88 %",,
464,,"a multiple choice test consists of 4 questions , and each question has 5 answer choices . in how many e ways can the test be completed if every question is unanswered ?",c,MULTIPLE_CHOICE,"a ) 24
b ) 120
c ) 625
d ) 720
e ) 1024",,
465,,"a and b undertake to do a piece of work for $ 600 . a alone can do it in 6 days while b alone can do it in 8 days . with the help of c , they finish it in 3 days . find the share of a ?",c,MULTIPLE_CHOICE,"a ) $ 100
b ) $ 150
c ) $ 300
d ) $ 250
e ) $ 350",,
466,,"two employees x and y are paid a total of rs . 660 per week by their employer . if x is paid 120 percent of the sum paid to y , how much is y paid per week ?",e,MULTIPLE_CHOICE,"a ) s . 150
b ) s . 200
c ) s . 250
d ) s . 350
e ) s . 300",,
467,,54671 - 10456 - 33466 = ?,c,MULTIPLE_CHOICE,"a ) 2449
b ) 10449
c ) 10749
d ) 10449
e ) 6468",,
468,,a 250 metres long train running at the speed of 120 kmph crosses another train running in opposite direction at the speed of 80 kmph in 9 seconds . what is the length of the other train ?,c,MULTIPLE_CHOICE,"a ) 230 m
b ) 240 m
c ) 250 m
d ) 260 m
e ) 270 m",,
469,,the value of x + x ( xx ) when x = 7,a,MULTIPLE_CHOICE,"a ) a ) 350
b ) b ) 346
c ) c ) 358
d ) d ) 336
e ) e ) 364",,
470,,"in a class of 40 students , 2 students did not borrow any books from the library , 12 students each borrowed 1 book , 11 students each borrowed 2 books , and the rest borrowed at least 3 books . if the average number of books per student was 2 , what is the maximum number of books any single student could have borrowed ?",b,MULTIPLE_CHOICE,"a ) 3
b ) 4
c ) 5
d ) 6
e ) 7",,
471,,"if ( t - 8 ) is a factor of t ^ 2 - kt - 45 , then k =",b,MULTIPLE_CHOICE,"a ) 16
b ) 12
c ) 2
d ) 6
e ) 14",,
472,,set a contains all the even numbers between 12 and 50 inclusive . set b contains all the even numbers between 112 and 150 inclusive . what is the difference between the sum of elements of set b and the sum of the elements of set a ?,a,MULTIPLE_CHOICE,"a ) 2000
b ) 2550
c ) 5050
d ) 6275
e ) 11325",,
473,,how much greater is the combined area in square inches of the front and back of a rectangular sheet of paper measuring 11 inches by 15 inches than that of a rectangular sheet of paper measuring 7.5 inches by 11 inches ?,c,MULTIPLE_CHOICE,"a ) 50 %
b ) 87 %
c ) 100 %
d ) 187 %
e ) 200 %",,
474,,the number 150 can be written as the sum of the squares of 3 different positive integers . what is the sum of these 3 integers ?,b,MULTIPLE_CHOICE,"a ) 17
b ) 18
c ) 15
d ) 14
e ) 13",,
475,,find the area of a rhombus one side of which measures 20 cm and one diagonal is 24 cm ?,c,MULTIPLE_CHOICE,"a ) 320 cm 2
b ) 280 cm 2
c ) 384 cm 2
d ) 290 cm 2
e ) 350 cm 2",,
476,,what is the least value of x . so that 22 x 57 is divisible by 3 .,a,MULTIPLE_CHOICE,"a ) 2
b ) 0
c ) 1
d ) 3
e ) 4",,
477,,"in a forest 120 deer were caught , tagged with electronic markers , then released . a week later , 50 deer were captured in the same forest . of these 50 deer , it was found that 5 had been tagged with the electronic markers . if the percentage of tagged deer in the second sample approximates the percentage of tagged deer in the forest , and if no deer had either left or entered the forest over the preceding week , what is the approximate number of deer in the forest ?",a,MULTIPLE_CHOICE,"a ) 1
200
b ) 750
c ) 1
250
d ) 1
500
e ) 2
500",,
478,,if the selling price of 7 articles is same as the cost price of 10 articles . find the gain or loss percentage ?,d,MULTIPLE_CHOICE,"a ) 93 %
b ) 23 %
c ) 33 %
d ) 43 %
e ) 53 %",,
479,,"the ratio of number of boys and girls in a school is 2 : 7 . if there are 360 students in the school , find the number of girls in the school ?",e,MULTIPLE_CHOICE,"a ) 150
b ) 250
c ) 300
d ) 370
e ) 280",,
480,,a spirit and water solution is sold in a market . the cost per liter of the solution is directly proportional to the part ( fraction ) of spirit ( by volume ) the solution has . a solution of 1 liter of spirit and 1 liter of water costs 30 cents . how many cents does a solution of 1 liter of spirit and 2 liters of water cost ?,b,MULTIPLE_CHOICE,"a ) 13
b ) 30
c ) 50
d ) 51
e ) 52",,
481,,you need to print a document of the area 216 sq cm . condition is 3 cm margin is to be left at both top & bottom and 2 cm at the sides . what is the optimized size of your paper ?,e,MULTIPLE_CHOICE,"['a ) 60 sq . cm'
'b ) 70 sq . cm'
'c ) 95 sq . cm'
'd ) 80 sq . cm'
'e ) 90 sq . cm']",,
482,,find the average of all numbers between 1 and 13 which are divisible by 2,b,MULTIPLE_CHOICE,"a ) 15
b ) 21
c ) 25
d ) 30
e ) 35",,
483,,"if x / y = 5 / 3 , then ( x + y ) / ( x - y ) = ?",a,MULTIPLE_CHOICE,"a ) 4
b ) 1 / 5
c ) - 1 / 6
d ) - 1 / 5
e ) - 5",,
484,,"a number , when 35 is subtracted from it , reduces to its 80 percent . what is 4 - fifth of that number ?",d,MULTIPLE_CHOICE,"a ) 130
b ) 155
c ) 490
d ) 140
e ) 160",,
485,,"a broker invested her own money in the stock market . during the first year , she increased her stock market wealth by 40 percent . in the second year , largely as a result of a slump in the stock market , she suffered a 30 percent decrease in the value of her stock investments . what was the net increase or decrease on her overall stock investment wealth by the end of the second year ?",b,MULTIPLE_CHOICE,"a ) − 5 %
b ) − 2 %
c ) 15 %
d ) 20 %
e ) 80 %",,
486,,a library has an average of 425 visitors on sundays and 325 on other days . the average number of visitors per day in a month of 30 days beginning with a sunday is :,e,MULTIPLE_CHOICE,"a ) 140
b ) 240
c ) 260
d ) 280
e ) 340",,
487,,"from a pack of 52 cards , two cards are drawn together at random . what is the probability that the one is heart and other two is diamond ?",d,MULTIPLE_CHOICE,"a ) 238 / 5525
b ) 176 / 5534
c ) 253 / 5523
d ) 234 / 5525
e ) 1 / 5525",,
